SK_ID_CURR,TARGET
100001,0.08795380673915464
100005,0.16315073449621442
100013,0.1099231943047329
100028,0.07712408511904303
100038,0.15169400110590606
100042,0.07351831664990584
100057,0.10801771091116756
100065,0.14452066763113486
100066,0.06210361983171663
100067,0.12171210766607672
100074,0.09197436483322953
100090,0.1444354101504681
100091,0.1410484431632285
100092,0.13245591005060015
100106,0.18968478521823445
100107,0.13746535247915426
100109,0.13231245202928263
100117,0.10922654156471848
100128,0.08822895777163696
100141,0.11745225003288566
100150,0.08894778964029516
100168,0.08947502555355173
100169,0.06363298584464849
100170,0.10461971286036963
100171,0.12261029591233547
100172,0.1529163988153869
100184,0.10273987682454717
100187,0.08574510289630033
100212,0.10682715886068465
100222,0.11217034174149403
100223,0.07486861892185612
100232,0.08883189907936251
100241,0.15698032932200656
100245,0.09469667320042739
100253,0.07878376107537398
100256,0.11124991397091585
100271,0.08001768040289442
100278,0.1258950888502926
100280,0.08894464744451228
100306,0.17005644362461148
100311,0.13888969302472634
100312,0.0881710728253628
100330,0.09405276326648797
100331,0.11846714917795989
100352,0.12424667288947991
100358,0.12333228835130536
100367,0.11256713339397624
100382,0.09928571318295629
100384,0.09009705067384811
100385,0.13466596633067313
100386,0.11177457258942809
100399,0.09506049273126198
100404,0.08657985888099229
100416,0.09001343883734647
100422,0.15390614156320997
100426,0.09983434521840452
100438,0.08125723841695008
100444,0.12864674346425106
100445,0.146209329474314
100446,0.13294955752802712
100447,0.09102022766419336
100450,0.10528591066638618
100466,0.1215991057974909
100483,0.09235489700803817
100484,0.07451054464689581
100494,0.09857058699508196
100510,0.15330579706979683
100512,0.08629343717408207
100517,0.08859238676779205
100548,0.08484926035572368
100551,0.09673551036390987
100552,0.1502110545758394
100553,0.09978316571615034
100561,0.11175398709956666
100568,0.13975088822595566
100569,0.08700340731098777
100591,0.12406542995742943
100592,0.06709308336378646
100602,0.12211329471597293
100607,0.10403887915736115
100613,0.11794120567919951
100617,0.09480419050352056
100618,0.11357416722087862
100622,0.18406754710019466
100625,0.1429973185262338
100677,0.10540314764284602
100699,0.09555076752600056
100702,0.15643284799267315
100711,0.10536347763825568
100729,0.16807755315946135
100740,0.13417019070521516
100744,0.12348481687606384
100745,0.12136227856702343
100747,0.11598089474982527
100751,0.13270680074148186
100752,0.11757735054013617
100753,0.17347255564619027
100754,0.1300013537216901
100760,0.14268170694225868
100762,0.11839854414138874
100763,0.0925341547101633
100765,0.09276755157011768
100770,0.11404769385087754
100772,0.10112981386026647
100777,0.10343751321511227
100791,0.08206197813007514
100792,0.07649354258613303
