SK_ID_CURR,TARGET
100001,0.023482716272593483
100005,0.1571526931289463
100013,0.013004510410874174
100028,0.03426550779559721
100038,0.1572562291054437
100042,0.053149769888041896
100057,0.008585233382173664
100065,0.02159484403566305
100066,0.01202644201366999
100067,0.07225526802436853
100074,0.05360905242655222
100090,0.026693149227625078
100091,0.18495156693217532
100092,0.055991294737282614
100106,0.04621722701015403
100107,0.235845965372205
100109,0.05479180800340074
100117,0.023008298936413256
100128,0.11470661231787256
100141,0.03622582314630332
100150,0.021186005566464546
100168,0.013967971852901375
100169,0.04246643873143855
100170,0.14092684018495621
100171,0.033724672329194925
100172,0.11201829979422237
100184,0.08327856817503189
100187,0.09176643004843231
100212,0.046121749262268655
100222,0.06377084602880399
100223,0.01316016465211524
100232,0.011008606224444729
100241,0.1304336209114012
100245,0.015787237317812234
100253,0.03219183915632858
100256,0.09109041688996176
100271,0.01305184936901921
100278,0.3313918592400322
100280,0.01362035261345551
100306,0.1533515479779345
100311,0.09867500868964975
100312,0.03160789113139956
100330,0.13676089104755546
100331,0.026874462445379485
100352,0.12188374876857813
100358,0.10038851733799527
100367,0.02581126625792711
100382,0.13041020074691412
100384,0.11935761235807327
100385,0.09461245226236491
100386,0.035127625585798204
100399,0.02736727410922767
100404,0.02466271865527413
100416,0.014574672838686143
100422,0.0311875019259087
100426,0.033183577155731336
100438,0.05584461917294979
100444,0.19379427010822958
100445,0.12189505529414833
100446,0.08680670893340936
100447,0.02972159062186233
100450,0.10850556513693503
100466,0.01630372106848693
100483,0.024142048450834442
100484,0.03228958956781126
100494,0.06425131820404868
100510,0.17203337492588852
100512,0.02018256693515392
100517,0.050843481760643884
100548,0.01863940554555675
100551,0.057380703364479146
100552,0.08138450855074637
100553,0.01374460688605096
100561,0.1278154777409038
100568,0.29034168415693606
100569,0.018132076931460704
100591,0.07518454584574819
100592,0.05064560544038247
100602,0.043335980703826826
100607,0.0668322033622843
100613,0.05519767167472694
100617,0.1078007216882678
100618,0.06552987452940619
100622,0.06798246522566943
100625,0.1370020561643703
100677,0.0966645519503642
100699,0.038792675252292394
100702,0.3642125844522461
100711,0.025685405177389056
100729,0.10634032764266459
100740,0.1951456128252261
100744,0.14144794986413492
100745,0.03914548934356516
100747,0.04520360533455141
100751,0.5638902790030929
100752,0.053864734861047724
100753,0.23570940485898814
100754,0.35266496477745624
100760,0.033819481151970227
100762,0.1254720292707559
100763,0.05205005454002263
100765,0.015147488062341369
100770,0.06600206046406673
100772,0.022794462287818045
100777,0.024073471762037536
100791,0.019331412643314706
100792,0.00843975959294343
100797,0.022462962648596395
100823,0.04044309186038566
100826,0.03670686075758753
100830,0.05368676368719204
100836,0.20021503729246906
100872,0.06330742513898946
100910,0.0542750217302195
100913,0.08975267953925882
100918,0.010081003302598082
100931,0.010105253005065588
100952,0.035319120939172124
100953,0.027309285837472674
100965,0.17023840430435977
100970,0.021438669268806613
100982,0.20034847285390367
